Bloc,id_programa,Codi_centre,Curs_ini,Curs_fin,Certificat,Cert_bak,Titol,Ambit_innovacio,Ambit_curricular,Etapa i nivell,URL_web,URL_Video,Nom_Fitxa
Projecte,1001,08025927,2019-2020,2021-2022,S,,La metacognició al Pi d’en Xandri,"A1-MET,A2-ORG,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08026294,2016-2017,2018-2019,S,S,Apadrinament del Palau Falguera,,,,,,
Projecte,1001,08026816,2018-2019,2020-2021,S,S,Ambients d'aprenentatge a Educació Infantil,A2-MET,,"EINF,EPRI",,,08026816_ambientsaprenentatgeeducacioinfantil.pdf
Projecte,1001,08027936,2018-2019,2018-2019,S,S,Una nova mirada pedagògica,,,,,,08027936_una_nova_mirada_pedagogica.pdf
Projecte,1001,08028588,2016-2017,2018-2019,S,S,Aprenentatge cooperatiu: Cooperar per aprendre,,,,,,
Projecte,1001,08028667,2018-2019,2020-2021,S,S,Ambients d'aprenentatge a Educació Infantil,"A1-ORG,A2-MET",,"EINF,EPRI",,,08028667_aprenentatgeeducaciinfantil.pdf
Projecte,1001,08028667,2019-2020,2021-2022,S,,Música per a tots,"A1-MET,A2-ORG,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08028795,2019-2020,2021-2022,S,,Teatre a l’escola,"A1-MET,A3-COM",,ESO,,,
Projecte,1001,08028850,2018-2019,2020-2021,S,S,Esp@iLibri,"A1-ORG,A2-MET,A3-COM",,"ESO,BATX",,,08028850_espailibri.pdf
Projecte,1001,08028941,2018-2019,2020-2021,S,S,Estima't l'hort,A2-MET,,"EINF,EPRI",,,08028941_estimatlhort.pdf
Projecte,1001,08029076,2016-2017,2018-2019,S,S,SUMMEM,,,,,,
Projecte,1001,08029088,2018-2019,2020-2021,S,S,Aprenentatge Basat en Projectes en un entorn tecnològic,A2-MET,,"EINF,EPRI",,,08029088_aprenentatgebasatenprojectesenunentorntecnologic.pdf
Projecte,1001,08029386,2019-2020,2021-2022,S,,"Observo, penso,jugo. Escacs a l’escola","A1-MET,A2-ORG",,"EINF,EPRI",,,
Projecte,1001,08029647,2016-2017,2018-2019,S,S,SUMMEM,,,,,,
Projecte,1001,08030662,2018-2019,2020-2021,S,S,Docència compartida per a la millora dels resultats educatius,"A1-ORG,A2-MET",,"EINF,EPRI",,,08030662_docenciacompartidaperalamilloradelsresultatseducatius.pdf
Projecte,1001,08030698,2018-2019,2020-2021,S,S,L'aprenentatge cooperatiu,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08030698_laprenentatgecooperatiu.pdf
Projecte,1001,08030911,2018-2019,2020-2021,S,S,B@TEC,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI,ESO",,,08030911_batec.pdf
Projecte,1001,08031101,2018-2019,2020-2021,S,S,Captiv@'m,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08031101_captivam.pdf
Projecte,1001,08031538,2016-2017,2018-2019,S,S,SUMMEM,,,,,,
Projecte,1001,08031873,2018-2019,2020-2021,S,S,Treballem per reptes,"A1-ORG,A2-MET,A3-COM",,"ESO,BATX",,,
Projecte,1001,08032312,2018-2019,2020-2021,S,S,Camins de transformació i millora per una escola inclusiva,"A1-ORG,A2-MET",,"EINF,EPRI",,,08032312_caminsdetransformacioimilloraperunaescolainclusiva.pdf
Projecte,1001,08032476,2016-2017,2018-2019,S,S,El pati de l'escola com a espai educatiu,,,,,,
Projecte,1001,08032476,2018-2019,2020-2021,S,S,Metodologia de treball per estacions,A2-MET,,"EINF,EPRI",,,08032476_metodologiatreballestacionc.pdf
Projecte,1001,08032725,2018-2019,2020-2021,S,S,Més que llibres,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08032725_mesquellibres.pdf
Projecte,1001,08032762,2016-2017,2018-2019,S,S,Currículum Bimodal,,,,,,
Projecte,1001,08033997,2019-2020,2021-2022,S,,Teixint aprenentatges,"A1-MET,A2-ORG",,"EINF,EPRI",,,
Projecte,1001,08034141,2019-2020,2021-2022,S,,El desplegament del treball per projectes a l'ESO. L'experiència de l'escola Freta,A3-COM,,ESO,,,
Projecte,1001,08034333,2019-2020,2021-2022,S,,Aprenentatge cooperatiu,"A1-MET,A2-ORG,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08034400,2018-2019,2020-2021,S,S,Projecte artístic,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08034400_projectart.pdf
Projecte,1001,08034667,2018-2019,2020-2021,S,S,Ambients preparats i treball globalitzat,"A1-ORG,A2-MET",,"EINF,EPRI",,,08034667_ambientspreparatsitreballglobalitzat.pdf
Projecte,1001,08034989,2019-2020,2021-2022,S,,Jocs Olímpics,"A1-MET,A2-ORG,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08034990,2016-2017,2018-2019,S,S,Projecte tablet 1x1,,,,,,
Projecte,1001,08035039,2019-2020,2021-2022,S,,Escenaris d'aprenentatge en FP sanitària,A1-MET,,CFP,,,
Projecte,1001,08035143,2016-2017,2018-2019,S,S,Amb tú aprenc,,,,,,
Projecte,1001,08035325,2019-2020,2021-2022,S,,Millorar l'avaluació i la formació del professorat,A1-MET,,ESO,,,
Projecte,1001,08036044,2018-2019,2020-2021,S,S,Creixem al migdia: el PEC a l'espai del menjador,"A1-ORG,A3-COM",,"EINF,EPRI",,,08036044_creixemalmigdia.pdf
Projecte,1001,08036305,2018-2019,2020-2021,S,S,Implementació del model competencial d’orientació a un CEE,A2-MET,,EE,,,08036305_implementaciodelmodelcompetencialdorientacioauncee.pdf
Projecte,1001,08036366,2016-2017,2018-2019,S,S,Banc d’activitats sistemàtiques per a la millora de la lectura,,,,,,
Projecte,1001,08037504,2016-2017,2018-2019,S,S,Apadrinem un tros de bosc,,,,,,
Projecte,1001,08037528,2016-2017,2018-2019,S,S,Innovem amb el llenguatge audiovisual,,,,,https://www.youtube.com/watch?v=L3q8e-DGTts&list=PLm0rl3I9WxFuHciJta4KNeEA3iMMAtCj7&index=13,08037528_innovem_amb_el_llenguatge_audiovisual.pdf
Projecte,1001,08037747,2016-2017,2018-2019,S,S,Projecte d'innovació pedagògica de l'Escola Avenç,,,,,,
Projecte,1001,08038077,2019-2020,2021-2022,S,,L'educació emocional (EE) al centre,A1-MET,,"EINF,EPRI",,,
Projecte,1001,08038090,2019-2020,2021-2022,S,,"""Entrecordes""",A1-MET,,"EINF,EPRI",,,
Projecte,1001,08038223,2016-2017,2018-2019,S,S,Apadrinem el nostre patrimoni: La Torre Benviure,,,,,,08038223_participacio_programa_apadrinem_el_nostre_patrimoni.pdf
Projecte,1001,08038570,2019-2020,2021-2022,S,,Claus per a una classe d'idiomes coherent,A1-MET,,EOI,,,
Projecte,1001,08039380,2016-2017,2018-2019,S,S,Projecte d'educació emocional,,,,,,
Projecte,1001,08039471,2016-2017,2018-2019,S,S,Emociona't,,,,,,
Projecte,1001,08039471,2018-2019,2020-2021,S,S,Projecte PBE. Pràctiques educatives basades en l'evidència,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08039471_projectepbepractiqueseducativesbasadesenlevidencia.pdf
Projecte,1001,08039495,2019-2020,2021-2022,S,,Cultura emocional de centre,A1-MET,,"EINF,EPRI",,,
Projecte,1001,08040540,2016-2017,2018-2019,S,S,Gust i passió per investigar,,,,,,
Projecte,1001,08040552,2019-2020,2021-2022,S,,Coeducació a l'Antoni Pous i Argila,A1-MET,,"ESO,BATX",,,
Projecte,1001,08041167,2018-2019,2020-2021,S,S,Teixim espais d'aprenentatge multiplicant oportunitats,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08041167_teiximespaisdaprenentatgemultiplicantoportunitats.pdf
Projecte,1001,08041234,2016-2017,2018-2019,S,S,La màgia dels llibres als passadissos,,,,,https://www.youtube.com/watch?v=wFfsn3JX_o0&list=PLm0rl3I9WxFuHciJta4KNeEA3iMMAtCj7&index=14,08041234_la_magia_dels_llibres_als_passadissos.pdf
Projecte,1001,08041568,2018-2019,2020-2021,S,S,Xarxa de competències bàsiques,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08041568_xarxadecompetenciesbasiques.pdf
Projecte,1001,08041684,2016-2017,2018-2019,S,S,Internacionalitzem-nos,,,,,https://www.youtube.com/watch?v=ikaeEHpuWlc&list=PLm0rl3I9WxFuHciJta4KNeEA3iMMAtCj7&index=3,
Projecte,1001,08041714,2016-2017,2018-2019,S,S,Treball per ambients,,,,,,
Projecte,1001,08042780,2016-2017,2018-2019,S,S,An artistic trip around Europe. Erasmus+,,,,,,
Projecte,1001,08042861,2016-2017,2018-2019,S,S,Espais generadors d'aprenentatge,,,,,,
Projecte,1001,08043267,2016-2017,2018-2019,S,S,El teatre i la competència comunicativa plurilingüe,,,,,,
Projecte,1001,08043310,2016-2017,2018-2019,S,S,L'aprenentatge entre iguals: els grups interactius,,,,,,
Projecte,1001,08043310,2019-2020,2021-2022,S,,L'avaluació com a motor de la personalització de l'aprenentatge,"A1-MET,A2-ORG",,"EINF,EPRI",,,
Projecte,1001,08043401,2016-2017,2018-2019,S,S,Fairy yoga,,,,,,
Projecte,1001,08043644,2016-2017,2018-2019,S,S,Eines aplicades per a la realització dels treball de recerca,,,,,https://www.youtube.com/watch?v=DLu-jywUZws&list=PLm0rl3I9WxFuHciJta4KNeEA3iMMAtCj7&index=5,08043644_eines_aplicades_per_a_la_realitzaci_treball_recerca.pdf
Projecte,1001,08043784,2016-2017,2018-2019,S,S,ApS Grans-Petits,,,,,,
Projecte,1001,08043899,2016-2017,2018-2019,S,S,De Barcino la Barcelona d'avui (Tenim història),,,,,,
Projecte,1001,08044156,2019-2020,2021-2022,S,,Aprenentatge Basat en Projectes als cicles de Gràfica audiovisual,A1-MET,,Deia Escola d'Art i Disseny,,,
Projecte,1001,08044168,2019-2020,2021-2022,S,,Centre Formador MUFPS,A1-MET,,"ESO,BATX",,,
Projecte,1001,08044715,2018-2019,2020-2021,S,S,Projecte Únic,A2-MET,,CFP,,,
Projecte,1001,08045057,2016-2017,2018-2019,S,S,Espais d'aprenentatge interdisciplinaris,,,,,,
Projecte,1001,08045537,2016-2017,2018-2019,S,S,Cultivons l'Europe (Erasmus+),,,,,,
Projecte,1001,08045598,2016-2017,2018-2019,S,S,Robòtica a l'escola,,,,,,
Projecte,1001,08045665,2016-2017,2018-2019,S,S,Tele Turró: una eina motivadora contra el fracàs escolar,,,,,,
Projecte,1001,08046645,2018-2019,2020-2021,S,S,Convivim al molí,"A1-ORG,A2-MET,A3-COM",,"ESO,BATX",,,08046645_convivimalmoli.pdf
Projecte,1001,08046797,2016-2017,2018-2019,S,S,Educar en l'ús de les eines digitals,,,,,,
Projecte,1001,08047583,2019-2020,2021-2022,S,,ISQV i l’Agenda 2030,A3-COM,,"ESO,BATX",,,
Projecte,1001,08052165,2016-2017,2018-2019,S,S,OP-innov@,,,,,,
Projecte,1001,08052608,2016-2017,2018-2019,S,S,La innovació educativa per a la cohesió social: Fer que les coses passin.,,,,,,
Projecte,1001,08052785,2016-2017,2018-2019,S,S,Projecte artístic cooperatiu i transversal,,,,,https://www.youtube.com/watch?v=2Vsl_CINOf0&list=PLm0rl3I9WxFuHciJta4KNeEA3iMMAtCj7&index=11,08052785_projecte_artistic_cooperatiu_transversal.pdf
Projecte,1001,08052980,2018-2019,2020-2021,S,S,Erasmus+ Horizon to the future,"A1-ORG,A2-MET,A3-COM",,"ESO,BATX",,,08052980_horizontothefuture.pdf
Projecte,1001,08053078,2016-2017,2018-2019,S,S,Mediació escolar,,,,,,08053078_mediacio_escolar.pdf
Projecte,1001,08053121,2016-2017,2018-2019,S,S,Construïm el nostre currículum pas a pas,,,,,https://www.youtube.com/watch?v=ckdynQWwWcM&list=PLm0rl3I9WxFuHciJta4KNeEA3iMMAtCj7&index=2,08053121_tots_som_ins_prevencio_deteccio_i_intervencio_en_casos_assetjament_escolar.pdf
Projecte,1001,08053169,2018-2019,2020-2021,S,S,Treball per projectes,"A1-ORG,A2-MET,A3-COM",,ESO,,,08053169_treballperprojectes.pdf
Projecte,1001,08053340,2019-2020,2021-2022,S,,Rebost de projectes,A1-MET,,"ESO,BATX,CFP",,,
Projecte,1001,08053364,2016-2017,2018-2019,S,S,Acció cultural +3,,,,,,08053364_accio_cultural_3.pdf
Projecte,1001,08053391,2016-2017,2018-2019,S,S,Comunitat d'aprenentatge,,,,,,
Projecte,1001,08054228,2018-2019,2020-2021,S,S,Treball globalitzat per projectes,"A1-ORG,A2-MET",,"ESO,BATX",,,08054228_treballglobalitzatperprojectes.pdf
Projecte,1001,08055932,2016-2017,2018-2019,S,S,Xarxa d'escoles per a la igualtat i la no-discriminació,,,,,,
Projecte,1001,08057266,2016-2017,2018-2019,S,S,Treball de grafomotricitat,,,,,,
Projecte,1001,08058416,2016-2017,2018-2019,S,S,Treball interdisciplinari: projectes i entorns,,,,,,
Projecte,1001,08058465,2018-2019,2020-2021,S,S,Projecte d'innovació Mikuyogui,A2-MET,,"EINF,EPRI",,,08058465_projectedinnovaciomikuyogui.pdf
Projecte,1001,08059354,2016-2017,2018-2019,S,S,L'avaluació formativa: engranatge del canvi,,,,,,08059354_avaluacio_formativa_engranatge_del_canvi.pdf
Projecte,1001,08059731,2019-2020,2021-2022,S,,En ruta cap al garage lab. Transformació digital de centre.,"A1-MET,A3-COM",,ADULTS,,,
Projecte,1001,08059755,2018-2019,2020-2021,S,S,Educació Inclusiva a través de l’aprenentatge cooperatiu,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08059755_educacioinclusivaatravesdelaprenentatgecooperatiu.pdf
Projecte,1001,08059792,2019-2020,2021-2022,S,,"Matemàtiques vivencials, manipulatives i competencials","A2-ORG,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08060113,2019-2020,2021-2022,S,,"""La llengua, sense entrebancs"" , projecte Erasmus+ KA104","A1-MET,A2-ORG,A3-COM",,ADULTS,,,
Projecte,1001,08060228,2018-2019,2020-2021,S,S,Treball per projectes i desenvolupament de la competència digital al GESO,A2-MET,,ADULTS,,,08060228_treballperprojectesidesenvolupamentdelacompetenciadigitalalgeso.pdf
Projecte,1001,08060605,2016-2017,2018-2019,S,S,KM. 15,,,,,,08060605_km_15_els_infants_com_a_centre_del_canvi_per_la_millora..pdf
Projecte,1001,08060988,2018-2019,2020-2021,S,S,Matemàtiques competencials amb materials que generen idees,A2-MET,,"EINF,EPRI",,,08060988_matematiquescompetencialsambmaterialsquegenerenidees.pdf
Projecte,1001,08060991,2016-2017,2018-2019,S,S,Projecte Mogentmat,,,,,,
Projecte,1001,08061087,2019-2020,2021-2022,S,,Aprenentatge globalitzat des de Inf 3 fins a 6'e,"A2-ORG,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08061099,2016-2017,2018-2019,S,S,Avancem en el GEP,,,,,,
Projecte,1001,08061610,2018-2019,2020-2021,S,S,Itineraris personals,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08061610_itinerarispersonals.pdf
Projecte,1001,08061683,2016-2017,2018-2019,S,S,"El treball per projectes i la ""flippedclassroom"" en l'educació d'adults",,,,,,
Projecte,1001,08061683,2019-2020,2021-2022,S,,"Educació hibrida, semipresencial i formació a distància en la formació de persones adultes",A1-MET,,ADULTS,,,
Projecte,1001,08062675,2018-2019,2020-2021,S,S,"Pere IV, un escenari de vides",A2-MET,,"EINF,EPRI",,,08062675_pereivunescenaridevides.pdf
Projecte,1001,08062821,2018-2019,2018-2019,S,S,La màgia de llegir i escriure. Un aprenentatge vivencial.,,,,,,
Projecte,1001,08062948,2016-2017,2018-2019,S,S,L'aprenentatge cooperatiu dins l'escola inclusiva,,,,,,
Projecte,1001,08062948,2019-2020,2021-2022,S,,Espais d’aprenentatge: un model tridimensional,"A1-MET,A3-COM",,"EINF,EPRI",,,
Projecte,1001,08063710,2018-2019,2020-2021,S,S,Treva,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08063710_treva.pdf
Projecte,1001,08063904,2016-2017,2018-2019,S,S,"Organització i metodologia globalitzades, competencials i cooperatives amb l’ús responsable de les tecnologies digitals",,,,,,
Projecte,1001,08064003,2018-2019,2020-2021,S,S,Teatre com a eina pedagògica a l'Institut Can Margarit,"A2-MET,A3-COM",,ESO,,,
Projecte,1001,08064131,2018-2019,2020-2021,S,S,Ensenyament i aprenentatge globalitzat,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08064131_ensenyamentiaprenentatgeglobalitzat.pdf
Projecte,1001,08064155,2018-2019,2020-2021,S,S,"La personalització dels aprenentatges en els blocs de recerca, creació i serveis","A1-ORG,A2-MET",,"ESO,BATX",,,08064155_lapersonalitzaciodelsaprenentatgesenelsblocsderecercacreacioiserveis.pdf
Projecte,1001,08064167,2016-2017,2018-2019,S,S,Teixits,,,,,,
Projecte,1001,08064179,2016-2017,2018-2019,S,S,La manera de treballar a la Llacuna,,,,,,08064179_la_manera_de_treballar_a_la_llacuna.pdf
Projecte,1001,08064741,2016-2017,2018-2019,S,S,"L'escola, experiència de vida",,,,,,
Projecte,1001,08065238,2016-2017,2018-2019,S,S,El projecte de poble coma treball d'emprenedoria,,,,,,
Projecte,1001,08065287,2016-2017,2018-2019,S,S,La programació multinivell mitjançant la metodologia per racons,,,,,,
Projecte,1001,08065408,2016-2017,2018-2019,S,S,Apadrinem el riu Tenes al seu pas per Lliçà d'Amunt,,,,,,
Projecte,1001,08065411,2016-2017,2018-2019,S,S,Projecte de Robòtica,,,,,,
Projecte,1001,08066048,2018-2019,2020-2021,S,S,La millora del benestar i de l'aprenentatge: dels ambients externs a l'ambient d'enriquiment de l'aula,"A1-ORG,A2-MET,A3-COM",,"EINF,EPRI",,,08066048_lamilloradelbenestaridelaprenentatgedelsambientsexternsalambientdenriquimentdelaula.pdf
